UT,MJD,C/2017 K2 X,C/2017 K2 Y,C/2017 K2 Z
55444,2010-09-05 0:00:00,-1.128,2.277,28.164
55445,2010-09-06 0:00:00,-1.128,2.276,28.16
55446,2010-09-07 0:00:00,-1.128,2.274,28.155
55447,2010-09-08 0:00:00,-1.128,2.273,28.151
55448,2010-09-09 0:00:00,-1.128,2.271,28.147
55449,2010-09-10 0:00:00,-1.128,2.27,28.142
55450,2010-09-11 0:00:00,-1.128,2.268,28.138
55451,2010-09-12 0:00:00,-1.127,2.267,28.134
55452,2010-09-13 0:00:00,-1.127,2.265,28.129
55453,2010-09-14 0:00:00,-1.127,2.264,28.125
55454,2010-09-15 0:00:00,-1.127,2.262,28.121
55455,2010-09-16 0:00:00,-1.127,2.261,28.116
55456,2010-09-17 0:00:00,-1.127,2.259,28.112
55457,2010-09-18 0:00:00,-1.127,2.258,28.108
55458,2010-09-19 0:00:00,-1.126,2.256,28.103
55459,2010-09-20 0:00:00,-1.126,2.255,28.099
55460,2010-09-21 0:00:00,-1.126,2.253,28.095
55461,2010-09-22 0:00:00,-1.126,2.252,28.09
55462,2010-09-23 0:00:00,-1.126,2.25,28.086
55463,2010-09-24 0:00:00,-1.126,2.248,28.082
55464,2010-09-25 0:00:00,-1.126,2.247,28.077
55465,2010-09-26 0:00:00,-1.126,2.245,28.073
55466,2010-09-27 0:00:00,-1.125,2.244,28.069
55467,2010-09-28 0:00:00,-1.125,2.242,28.064
55468,2010-09-29 0:00:00,-1.125,2.241,28.06
55469,2010-09-30 0:00:00,-1.125,2.239,28.056
55470,2010-10-01 0:00:00,-1.125,2.238,28.051
55471,2010-10-02 0:00:00,-1.125,2.236,28.047
55472,2010-10-03 0:00:00,-1.125,2.235,28.043
55473,2010-10-04 0:00:00,-1.124,2.233,28.038
55474,2010-10-05 0:00:00,-1.124,2.232,28.034
55475,2010-10-06 0:00:00,-1.124,2.23,28.03
55476,2010-10-07 0:00:00,-1.124,2.229,28.025
55477,2010-10-08 0:00:00,-1.124,2.227,28.021
55478,2010-10-09 0:00:00,-1.124,2.226,28.017
55479,2010-10-10 0:00:00,-1.124,2.224,28.012
55480,2010-10-11 0:00:00,-1.123,2.223,28.008
55481,2010-10-12 0:00:00,-1.123,2.221,28.004
55482,2010-10-13 0:00:00,-1.123,2.22,27.999
55483,2010-10-14 0:00:00,-1.123,2.218,27.995
55484,2010-10-15 0:00:00,-1.123,2.217,27.991
55485,2010-10-16 0:00:00,-1.123,2.215,27.986
55486,2010-10-17 0:00:00,-1.123,2.214,27.982
55487,2010-10-18 0:00:00,-1.122,2.212,27.978
55488,2010-10-19 0:00:00,-1.122,2.211,27.973
55489,2010-10-20 0:00:00,-1.122,2.209,27.969
55490,2010-10-21 0:00:00,-1.122,2.208,27.965
55491,2010-10-22 0:00:00,-1.122,2.206,27.96
55492,2010-10-23 0:00:00,-1.122,2.205,27.956
55493,2010-10-24 0:00:00,-1.122,2.203,27.952
55494,2010-10-25 0:00:00,-1.122,2.202,27.947
55495,2010-10-26 0:00:00,-1.121,2.2,27.943
55496,2010-10-27 0:00:00,-1.121,2.199,27.939
55497,2010-10-28 0:00:00,-1.121,2.197,27.934
55498,2010-10-29 0:00:00,-1.121,2.196,27.93
55499,2010-10-30 0:00:00,-1.121,2.194,27.925
55500,2010-10-31 0:00:00,-1.121,2.193,27.921
55501,2010-11-01 0:00:00,-1.121,2.191,27.917
55502,2010-11-02 0:00:00,-1.12,2.19,27.912
55503,2010-11-03 0:00:00,-1.12,2.188,27.908
55504,2010-11-04 0:00:00,-1.12,2.187,27.904
55505,2010-11-05 0:00:00,-1.12,2.185,27.899
55506,2010-11-06 0:00:00,-1.12,2.184,27.895
55507,2010-11-07 0:00:00,-1.12,2.182,27.891
55508,2010-11-08 0:00:00,-1.12,2.181,27.886
55509,2010-11-09 0:00:00,-1.119,2.179,27.882
55510,2010-11-10 0:00:00,-1.119,2.178,27.878
55511,2010-11-11 0:00:00,-1.119,2.176,27.873
55512,2010-11-12 0:00:00,-1.119,2.175,27.869
55513,2010-11-13 0:00:00,-1.119,2.173,27.865
55514,2010-11-14 0:00:00,-1.119,2.172,27.86
55515,2010-11-15 0:00:00,-1.119,2.17,27.856
55516,2010-11-16 0:00:00,-1.118,2.169,27.852
55517,2010-11-17 0:00:00,-1.118,2.167,27.847
55518,2010-11-18 0:00:00,-1.118,2.166,27.843
55519,2010-11-19 0:00:00,-1.118,2.164,27.838
55520,2010-11-20 0:00:00,-1.118,2.163,27.834
55521,2010-11-21 0:00:00,-1.118,2.161,27.83
55522,2010-11-22 0:00:00,-1.118,2.16,27.825
55523,2010-11-23 0:00:00,-1.117,2.158,27.821
55524,2010-11-24 0:00:00,-1.117,2.157,27.817
55525,2010-11-25 0:00:00,-1.117,2.155,27.812
55526,2010-11-26 0:00:00,-1.117,2.153,27.808
55527,2010-11-27 0:00:00,-1.117,2.152,27.804
55528,2010-11-28 0:00:00,-1.117,2.15,27.799
55529,2010-11-29 0:00:00,-1.117,2.149,27.795
55530,2010-11-30 0:00:00,-1.117,2.147,27.791
55531,2010-12-01 0:00:00,-1.116,2.146,27.786
55532,2010-12-02 0:00:00,-1.116,2.144,27.782
55533,2010-12-03 0:00:00,-1.116,2.143,27.777
55534,2010-12-04 0:00:00,-1.116,2.141,27.773
55535,2010-12-05 0:00:00,-1.116,2.14,27.769
55536,2010-12-06 0:00:00,-1.116,2.138,27.764
55537,2010-12-07 0:00:00,-1.116,2.137,27.76
55538,2010-12-08 0:00:00,-1.115,2.135,27.756
55539,2010-12-09 0:00:00,-1.115,2.134,27.751
55540,2010-12-10 0:00:00,-1.115,2.132,27.747
55541,2010-12-11 0:00:00,-1.115,2.131,27.743
55542,2010-12-12 0:00:00,-1.115,2.129,27.738
55543,2010-12-13 0:00:00,-1.115,2.128,27.734
55544,2010-12-14 0:00:00,-1.115,2.126,27.729
55545,2010-12-15 0:00:00,-1.114,2.125,27.725
55546,2010-12-16 0:00:00,-1.114,2.123,27.721
55547,2010-12-17 0:00:00,-1.114,2.122,27.716
55548,2010-12-18 0:00:00,-1.114,2.12,27.712
55549,2010-12-19 0:00:00,-1.114,2.119,27.708
55550,2010-12-20 0:00:00,-1.114,2.117,27.703
55551,2010-12-21 0:00:00,-1.114,2.116,27.699
55552,2010-12-22 0:00:00,-1.113,2.114,27.695
55553,2010-12-23 0:00:00,-1.113,2.113,27.69
55554,2010-12-24 0:00:00,-1.113,2.111,27.686
55555,2010-12-25 0:00:00,-1.113,2.11,27.681
55556,2010-12-26 0:00:00,-1.113,2.108,27.677
55557,2010-12-27 0:00:00,-1.113,2.107,27.673
55558,2010-12-28 0:00:00,-1.113,2.105,27.668
55559,2010-12-29 0:00:00,-1.112,2.104,27.664
55560,2010-12-30 0:00:00,-1.112,2.102,27.66
55561,2010-12-31 0:00:00,-1.112,2.101,27.655
55562,2011-01-01 0:00:00,-1.112,2.099,27.651
55563,2011-01-02 0:00:00,-1.112,2.098,27.646
55564,2011-01-03 0:00:00,-1.112,2.096,27.642
55565,2011-01-04 0:00:00,-1.112,2.095,27.638
55566,2011-01-05 0:00:00,-1.111,2.093,27.633
55567,2011-01-06 0:00:00,-1.111,2.092,27.629
55568,2011-01-07 0:00:00,-1.111,2.09,27.625
55569,2011-01-08 0:00:00,-1.111,2.089,27.62
55570,2011-01-09 0:00:00,-1.111,2.087,27.616
55571,2011-01-10 0:00:00,-1.111,2.086,27.611
55572,2011-01-11 0:00:00,-1.111,2.084,27.607
55573,2011-01-12 0:00:00,-1.111,2.083,27.603
55574,2011-01-13 0:00:00,-1.11,2.081,27.598
55575,2011-01-14 0:00:00,-1.11,2.08,27.594
55576,2011-01-15 0:00:00,-1.11,2.078,27.59
55577,2011-01-16 0:00:00,-1.11,2.077,27.585
55578,2011-01-17 0:00:00,-1.11,2.075,27.581
55579,2011-01-18 0:00:00,-1.11,2.073,27.576
55580,2011-01-19 0:00:00,-1.11,2.072,27.572
55581,2011-01-20 0:00:00,-1.109,2.07,27.568
55582,2011-01-21 0:00:00,-1.109,2.069,27.563
55583,2011-01-22 0:00:00,-1.109,2.067,27.559
55584,2011-01-23 0:00:00,-1.109,2.066,27.555
55585,2011-01-24 0:00:00,-1.109,2.064,27.55
55586,2011-01-25 0:00:00,-1.109,2.063,27.546
55587,2011-01-26 0:00:00,-1.109,2.061,27.541
55588,2011-01-27 0:00:00,-1.108,2.06,27.537
55589,2011-01-28 0:00:00,-1.108,2.058,27.533
55590,2011-01-29 0:00:00,-1.108,2.057,27.528
55591,2011-01-30 0:00:00,-1.108,2.055,27.524
55592,2011-01-31 0:00:00,-1.108,2.054,27.519
55593,2011-02-01 0:00:00,-1.108,2.052,27.515
55594,2011-02-02 0:00:00,-1.108,2.051,27.511
55595,2011-02-03 0:00:00,-1.107,2.049,27.506
55596,2011-02-04 0:00:00,-1.107,2.048,27.502
55597,2011-02-05 0:00:00,-1.107,2.046,27.498
55598,2011-02-06 0:00:00,-1.107,2.045,27.493
55599,2011-02-07 0:00:00,-1.107,2.043,27.489
55600,2011-02-08 0:00:00,-1.107,2.042,27.484
55601,2011-02-09 0:00:00,-1.107,2.04,27.48
55602,2011-02-10 0:00:00,-1.106,2.039,27.476
55603,2011-02-11 0:00:00,-1.106,2.037,27.471
55604,2011-02-12 0:00:00,-1.106,2.036,27.467
55605,2011-02-13 0:00:00,-1.106,2.034,27.462
55606,2011-02-14 0:00:00,-1.106,2.033,27.458
55607,2011-02-15 0:00:00,-1.106,2.031,27.454
55608,2011-02-16 0:00:00,-1.106,2.03,27.449
55609,2011-02-17 0:00:00,-1.105,2.028,27.445
55610,2011-02-18 0:00:00,-1.105,2.027,27.441
55611,2011-02-19 0:00:00,-1.105,2.025,27.436
55612,2011-02-20 0:00:00,-1.105,2.024,27.432
55613,2011-02-21 0:00:00,-1.105,2.022,27.427
55614,2011-02-22 0:00:00,-1.105,2.021,27.423
55615,2011-02-23 0:00:00,-1.105,2.019,27.419
55616,2011-02-24 0:00:00,-1.104,2.018,27.414
55617,2011-02-25 0:00:00,-1.104,2.016,27.41
55618,2011-02-26 0:00:00,-1.104,2.015,27.405
55619,2011-02-27 0:00:00,-1.104,2.013,27.401
55620,2011-02-28 0:00:00,-1.104,2.012,27.397
55621,2011-03-01 0:00:00,-1.104,2.01,27.392
55622,2011-03-02 0:00:00,-1.104,2.009,27.388
55623,2011-03-03 0:00:00,-1.104,2.007,27.383
55624,2011-03-04 0:00:00,-1.103,2.005,27.379
55625,2011-03-05 0:00:00,-1.103,2.004,27.375
55626,2011-03-06 0:00:00,-1.103,2.002,27.37
55627,2011-03-07 0:00:00,-1.103,2.001,27.366
55628,2011-03-08 0:00:00,-1.103,1.999,27.361
55629,2011-03-09 0:00:00,-1.103,1.998,27.357
55630,2011-03-10 0:00:00,-1.103,1.996,27.353
55631,2011-03-11 0:00:00,-1.102,1.995,27.348
55632,2011-03-12 0:00:00,-1.102,1.993,27.344
55633,2011-03-13 0:00:00,-1.102,1.992,27.339
55634,2011-03-14 0:00:00,-1.102,1.99,27.335
55635,2011-03-15 0:00:00,-1.102,1.989,27.331
55636,2011-03-16 0:00:00,-1.102,1.987,27.326
55637,2011-03-17 0:00:00,-1.102,1.986,27.322
55638,2011-03-18 0:00:00,-1.101,1.984,27.317
55639,2011-03-19 0:00:00,-1.101,1.983,27.313
55640,2011-03-20 0:00:00,-1.101,1.981,27.309
55641,2011-03-21 0:00:00,-1.101,1.98,27.304
55642,2011-03-22 0:00:00,-1.101,1.978,27.3
55643,2011-03-23 0:00:00,-1.101,1.977,27.295
55644,2011-03-24 0:00:00,-1.101,1.975,27.291
55645,2011-03-25 0:00:00,-1.1,1.974,27.287
55646,2011-03-26 0:00:00,-1.1,1.972,27.282
55647,2011-03-27 0:00:00,-1.1,1.971,27.278
55648,2011-03-28 0:00:00,-1.1,1.969,27.273
55649,2011-03-29 0:00:00,-1.1,1.968,27.269
55650,2011-03-30 0:00:00,-1.1,1.966,27.265
55651,2011-03-31 0:00:00,-1.1,1.965,27.26
55652,2011-04-01 0:00:00,-1.099,1.963,27.256
55653,2011-04-02 0:00:00,-1.099,1.962,27.251
55654,2011-04-03 0:00:00,-1.099,1.96,27.247
55655,2011-04-04 0:00:00,-1.099,1.959,27.243
55656,2011-04-05 0:00:00,-1.099,1.957,27.238
55657,2011-04-06 0:00:00,-1.099,1.956,27.234
55658,2011-04-07 0:00:00,-1.099,1.954,27.229
55659,2011-04-08 0:00:00,-1.098,1.953,27.225
55660,2011-04-09 0:00:00,-1.098,1.951,27.221
55661,2011-04-10 0:00:00,-1.098,1.95,27.216
55662,2011-04-11 0:00:00,-1.098,1.948,27.212
55663,2011-04-12 0:00:00,-1.098,1.947,27.207
55664,2011-04-13 0:00:00,-1.098,1.945,27.203
55665,2011-04-14 0:00:00,-1.098,1.943,27.198
55666,2011-04-15 0:00:00,-1.097,1.942,27.194
55667,2011-04-16 0:00:00,-1.097,1.94,27.19
55668,2011-04-17 0:00:00,-1.097,1.939,27.185
55669,2011-04-18 0:00:00,-1.097,1.937,27.181
55670,2011-04-19 0:00:00,-1.097,1.936,27.176
55671,2011-04-20 0:00:00,-1.097,1.934,27.172
55672,2011-04-21 0:00:00,-1.097,1.933,27.168
55673,2011-04-22 0:00:00,-1.096,1.931,27.163
55674,2011-04-23 0:00:00,-1.096,1.93,27.159
55675,2011-04-24 0:00:00,-1.096,1.928,27.154
55676,2011-04-25 0:00:00,-1.096,1.927,27.15
55677,2011-04-26 0:00:00,-1.096,1.925,27.145
55678,2011-04-27 0:00:00,-1.096,1.924,27.141
55679,2011-04-28 0:00:00,-1.096,1.922,27.137
55680,2011-04-29 0:00:00,-1.095,1.921,27.132
55681,2011-04-30 0:00:00,-1.095,1.919,27.128
55682,2011-05-01 0:00:00,-1.095,1.918,27.123
55683,2011-05-02 0:00:00,-1.095,1.916,27.119
55684,2011-05-03 0:00:00,-1.095,1.915,27.115
55685,2011-05-04 0:00:00,-1.095,1.913,27.11
55686,2011-05-05 0:00:00,-1.095,1.912,27.106
55687,2011-05-06 0:00:00,-1.094,1.91,27.101
55688,2011-05-07 0:00:00,-1.094,1.909,27.097
55689,2011-05-08 0:00:00,-1.094,1.907,27.092
55690,2011-05-09 0:00:00,-1.094,1.906,27.088
55691,2011-05-10 0:00:00,-1.094,1.904,27.084
55692,2011-05-11 0:00:00,-1.094,1.903,27.079
55693,2011-05-12 0:00:00,-1.094,1.901,27.075
55694,2011-05-13 0:00:00,-1.094,1.9,27.07
55695,2011-05-14 0:00:00,-1.093,1.898,27.066
55696,2011-05-15 0:00:00,-1.093,1.897,27.061
55697,2011-05-16 0:00:00,-1.093,1.895,27.057
55698,2011-05-17 0:00:00,-1.093,1.894,27.053
55699,2011-05-18 0:00:00,-1.093,1.892,27.048
55700,2011-05-19 0:00:00,-1.093,1.891,27.044
55701,2011-05-20 0:00:00,-1.093,1.889,27.039
55702,2011-05-21 0:00:00,-1.092,1.888,27.035
55703,2011-05-22 0:00:00,-1.092,1.886,27.031
55704,2011-05-23 0:00:00,-1.092,1.884,27.026
55705,2011-05-24 0:00:00,-1.092,1.883,27.022
55706,2011-05-25 0:00:00,-1.092,1.881,27.017
55707,2011-05-26 0:00:00,-1.092,1.88,27.013
55708,2011-05-27 0:00:00,-1.092,1.878,27.008
55709,2011-05-28 0:00:00,-1.091,1.877,27.004
55710,2011-05-29 0:00:00,-1.091,1.875,27
55711,2011-05-30 0:00:00,-1.091,1.874,26.995
55712,2011-05-31 0:00:00,-1.091,1.872,26.991
55713,2011-06-01 0:00:00,-1.091,1.871,26.986
55714,2011-06-02 0:00:00,-1.091,1.869,26.982
55715,2011-06-03 0:00:00,-1.091,1.868,26.977
55716,2011-06-04 0:00:00,-1.09,1.866,26.973
55717,2011-06-05 0:00:00,-1.09,1.865,26.968
55718,2011-06-06 0:00:00,-1.09,1.863,26.964
55719,2011-06-07 0:00:00,-1.09,1.862,26.96
55720,2011-06-08 0:00:00,-1.09,1.86,26.955
55721,2011-06-09 0:00:00,-1.09,1.859,26.951
55722,2011-06-10 0:00:00,-1.09,1.857,26.946
55723,2011-06-11 0:00:00,-1.089,1.856,26.942
55724,2011-06-12 0:00:00,-1.089,1.854,26.937
55725,2011-06-13 0:00:00,-1.089,1.853,26.933
55726,2011-06-14 0:00:00,-1.089,1.851,26.929
55727,2011-06-15 0:00:00,-1.089,1.85,26.924
55728,2011-06-16 0:00:00,-1.089,1.848,26.92
55729,2011-06-17 0:00:00,-1.089,1.847,26.915
55730,2011-06-18 0:00:00,-1.088,1.845,26.911
55731,2011-06-19 0:00:00,-1.088,1.844,26.906
55732,2011-06-20 0:00:00,-1.088,1.842,26.902
55733,2011-06-21 0:00:00,-1.088,1.841,26.898
55734,2011-06-22 0:00:00,-1.088,1.839,26.893
55735,2011-06-23 0:00:00,-1.088,1.838,26.889
55736,2011-06-24 0:00:00,-1.088,1.836,26.884
55737,2011-06-25 0:00:00,-1.087,1.835,26.88
55738,2011-06-26 0:00:00,-1.087,1.833,26.875
55739,2011-06-27 0:00:00,-1.087,1.831,26.871
55740,2011-06-28 0:00:00,-1.087,1.83,26.866
55741,2011-06-29 0:00:00,-1.087,1.828,26.862
55742,2011-06-30 0:00:00,-1.087,1.827,26.858
55743,2011-07-01 0:00:00,-1.087,1.825,26.853
55744,2011-07-02 0:00:00,-1.086,1.824,26.849
55745,2011-07-03 0:00:00,-1.086,1.822,26.844
55746,2011-07-04 0:00:00,-1.086,1.821,26.84
55747,2011-07-05 0:00:00,-1.086,1.819,26.835
55748,2011-07-06 0:00:00,-1.086,1.818,26.831
55749,2011-07-07 0:00:00,-1.086,1.816,26.826
55750,2011-07-08 0:00:00,-1.086,1.815,26.822
55751,2011-07-09 0:00:00,-1.085,1.813,26.818
55752,2011-07-10 0:00:00,-1.085,1.812,26.813
55753,2011-07-11 0:00:00,-1.085,1.81,26.809
55754,2011-07-12 0:00:00,-1.085,1.809,26.804
55755,2011-07-13 0:00:00,-1.085,1.807,26.8
55756,2011-07-14 0:00:00,-1.085,1.806,26.795
55757,2011-07-15 0:00:00,-1.085,1.804,26.791
55758,2011-07-16 0:00:00,-1.084,1.803,26.786
55759,2011-07-17 0:00:00,-1.084,1.801,26.782
55760,2011-07-18 0:00:00,-1.084,1.8,26.778
55761,2011-07-19 0:00:00,-1.084,1.798,26.773
55762,2011-07-20 0:00:00,-1.084,1.797,26.769
55763,2011-07-21 0:00:00,-1.084,1.795,26.764
55764,2011-07-22 0:00:00,-1.084,1.794,26.76
55765,2011-07-23 0:00:00,-1.083,1.792,26.755
55766,2011-07-24 0:00:00,-1.083,1.791,26.751
55767,2011-07-25 0:00:00,-1.083,1.789,26.746
55768,2011-07-26 0:00:00,-1.083,1.788,26.742
55769,2011-07-27 0:00:00,-1.083,1.786,26.737
55770,2011-07-28 0:00:00,-1.083,1.784,26.733
55771,2011-07-29 0:00:00,-1.083,1.783,26.729
55772,2011-07-30 0:00:00,-1.082,1.781,26.724
55773,2011-07-31 0:00:00,-1.082,1.78,26.72
55774,2011-08-01 0:00:00,-1.082,1.778,26.715
55775,2011-08-02 0:00:00,-1.082,1.777,26.711
55776,2011-08-03 0:00:00,-1.082,1.775,26.706
55777,2011-08-04 0:00:00,-1.082,1.774,26.702
55778,2011-08-05 0:00:00,-1.082,1.772,26.697
55779,2011-08-06 0:00:00,-1.081,1.771,26.693
55780,2011-08-07 0:00:00,-1.081,1.769,26.688
55781,2011-08-08 0:00:00,-1.081,1.768,26.684
55782,2011-08-09 0:00:00,-1.081,1.766,26.68
55783,2011-08-10 0:00:00,-1.081,1.765,26.675
55784,2011-08-11 0:00:00,-1.081,1.763,26.671
55785,2011-08-12 0:00:00,-1.081,1.762,26.666
55786,2011-08-13 0:00:00,-1.08,1.76,26.662
55787,2011-08-14 0:00:00,-1.08,1.759,26.657
55788,2011-08-15 0:00:00,-1.08,1.757,26.653
55789,2011-08-16 0:00:00,-1.08,1.756,26.648
55790,2011-08-17 0:00:00,-1.08,1.754,26.644
55791,2011-08-18 0:00:00,-1.08,1.753,26.639
55792,2011-08-19 0:00:00,-1.08,1.751,26.635
55793,2011-08-20 0:00:00,-1.079,1.75,26.63
55794,2011-08-21 0:00:00,-1.079,1.748,26.626
55795,2011-08-22 0:00:00,-1.079,1.747,26.622
55796,2011-08-23 0:00:00,-1.079,1.745,26.617
55797,2011-08-24 0:00:00,-1.079,1.744,26.613
55798,2011-08-25 0:00:00,-1.079,1.742,26.608
55799,2011-08-26 0:00:00,-1.079,1.741,26.604
55800,2011-08-27 0:00:00,-1.078,1.739,26.599
55801,2011-08-28 0:00:00,-1.078,1.737,26.595
55802,2011-08-29 0:00:00,-1.078,1.736,26.59
55803,2011-08-30 0:00:00,-1.078,1.734,26.586
55804,2011-08-31 0:00:00,-1.078,1.733,26.581
55805,2011-09-01 0:00:00,-1.078,1.731,26.577
55806,2011-09-02 0:00:00,-1.078,1.73,26.572
55807,2011-09-03 0:00:00,-1.077,1.728,26.568
55808,2011-09-04 0:00:00,-1.077,1.727,26.563
55809,2011-09-05 0:00:00,-1.077,1.725,26.559
55810,2011-09-06 0:00:00,-1.077,1.724,26.554
55811,2011-09-07 0:00:00,-1.077,1.722,26.55
55812,2011-09-08 0:00:00,-1.077,1.721,26.546
55813,2011-09-09 0:00:00,-1.077,1.719,26.541
55814,2011-09-10 0:00:00,-1.076,1.718,26.537
55815,2011-09-11 0:00:00,-1.076,1.716,26.532
55816,2011-09-12 0:00:00,-1.076,1.715,26.528
55817,2011-09-13 0:00:00,-1.076,1.713,26.523
55818,2011-09-14 0:00:00,-1.076,1.712,26.519
55819,2011-09-15 0:00:00,-1.076,1.71,26.514
55820,2011-09-16 0:00:00,-1.076,1.709,26.51
55821,2011-09-17 0:00:00,-1.075,1.707,26.505
55822,2011-09-18 0:00:00,-1.075,1.706,26.501
55823,2011-09-19 0:00:00,-1.075,1.704,26.496
55824,2011-09-20 0:00:00,-1.075,1.703,26.492
55825,2011-09-21 0:00:00,-1.075,1.701,26.487
55826,2011-09-22 0:00:00,-1.075,1.7,26.483
55827,2011-09-23 0:00:00,-1.075,1.698,26.478
55828,2011-09-24 0:00:00,-1.074,1.697,26.474
55829,2011-09-25 0:00:00,-1.074,1.695,26.469
55830,2011-09-26 0:00:00,-1.074,1.694,26.465
55831,2011-09-27 0:00:00,-1.074,1.692,26.461
55832,2011-09-28 0:00:00,-1.074,1.69,26.456
55833,2011-09-29 0:00:00,-1.074,1.689,26.452
55834,2011-09-30 0:00:00,-1.074,1.687,26.447
55835,2011-10-01 0:00:00,-1.073,1.686,26.443
55836,2011-10-02 0:00:00,-1.073,1.684,26.438
55837,2011-10-03 0:00:00,-1.073,1.683,26.434
55838,2011-10-04 0:00:00,-1.073,1.681,26.429
55839,2011-10-05 0:00:00,-1.073,1.68,26.425
55840,2011-10-06 0:00:00,-1.073,1.678,26.42
55841,2011-10-07 0:00:00,-1.073,1.677,26.416
55842,2011-10-08 0:00:00,-1.072,1.675,26.411
55843,2011-10-09 0:00:00,-1.072,1.674,26.407
55844,2011-10-10 0:00:00,-1.072,1.672,26.402
55845,2011-10-11 0:00:00,-1.072,1.671,26.398
55846,2011-10-12 0:00:00,-1.072,1.669,26.393
55847,2011-10-13 0:00:00,-1.072,1.668,26.389
55848,2011-10-14 0:00:00,-1.071,1.666,26.384
55849,2011-10-15 0:00:00,-1.071,1.665,26.38
55850,2011-10-16 0:00:00,-1.071,1.663,26.375
55851,2011-10-17 0:00:00,-1.071,1.662,26.371
55852,2011-10-18 0:00:00,-1.071,1.66,26.366
55853,2011-10-19 0:00:00,-1.071,1.659,26.362
55854,2011-10-20 0:00:00,-1.071,1.657,26.357
55855,2011-10-21 0:00:00,-1.07,1.656,26.353
55856,2011-10-22 0:00:00,-1.07,1.654,26.348
55857,2011-10-23 0:00:00,-1.07,1.653,26.344
55858,2011-10-24 0:00:00,-1.07,1.651,26.339
55859,2011-10-25 0:00:00,-1.07,1.649,26.335
55860,2011-10-26 0:00:00,-1.07,1.648,26.33
55861,2011-10-27 0:00:00,-1.07,1.646,26.326
55862,2011-10-28 0:00:00,-1.069,1.645,26.321
55863,2011-10-29 0:00:00,-1.069,1.643,26.317
55864,2011-10-30 0:00:00,-1.069,1.642,26.312
55865,2011-10-31 0:00:00,-1.069,1.64,26.308
55866,2011-11-01 0:00:00,-1.069,1.639,26.303
55867,2011-11-02 0:00:00,-1.069,1.637,26.299
55868,2011-11-03 0:00:00,-1.069,1.636,26.294
55869,2011-11-04 0:00:00,-1.068,1.634,26.29
55870,2011-11-05 0:00:00,-1.068,1.633,26.285
55871,2011-11-06 0:00:00,-1.068,1.631,26.281
55872,2011-11-07 0:00:00,-1.068,1.63,26.277
55873,2011-11-08 0:00:00,-1.068,1.628,26.272
55874,2011-11-09 0:00:00,-1.068,1.627,26.268
55875,2011-11-10 0:00:00,-1.068,1.625,26.263
55876,2011-11-11 0:00:00,-1.067,1.624,26.259
55877,2011-11-12 0:00:00,-1.067,1.622,26.254
55878,2011-11-13 0:00:00,-1.067,1.621,26.25
55879,2011-11-14 0:00:00,-1.067,1.619,26.245
55880,2011-11-15 0:00:00,-1.067,1.618,26.241
55881,2011-11-16 0:00:00,-1.067,1.616,26.236
55882,2011-11-17 0:00:00,-1.067,1.615,26.232
55883,2011-11-18 0:00:00,-1.066,1.613,26.227
55884,2011-11-19 0:00:00,-1.066,1.612,26.223
55885,2011-11-20 0:00:00,-1.066,1.61,26.218
55886,2011-11-21 0:00:00,-1.066,1.608,26.214
55887,2011-11-22 0:00:00,-1.066,1.607,26.209
55888,2011-11-23 0:00:00,-1.066,1.605,26.205
55889,2011-11-24 0:00:00,-1.066,1.604,26.2
55890,2011-11-25 0:00:00,-1.065,1.602,26.195
55891,2011-11-26 0:00:00,-1.065,1.601,26.191
55892,2011-11-27 0:00:00,-1.065,1.599,26.186
55893,2011-11-28 0:00:00,-1.065,1.598,26.182
55894,2011-11-29 0:00:00,-1.065,1.596,26.177
55895,2011-11-30 0:00:00,-1.065,1.595,26.173
55896,2011-12-01 0:00:00,-1.065,1.593,26.168
55897,2011-12-02 0:00:00,-1.064,1.592,26.164
55898,2011-12-03 0:00:00,-1.064,1.59,26.159
55899,2011-12-04 0:00:00,-1.064,1.589,26.155
55900,2011-12-05 0:00:00,-1.064,1.587,26.15
55901,2011-12-06 0:00:00,-1.064,1.586,26.146
55902,2011-12-07 0:00:00,-1.064,1.584,26.141
55903,2011-12-08 0:00:00,-1.064,1.583,26.137
55904,2011-12-09 0:00:00,-1.063,1.581,26.132
55905,2011-12-10 0:00:00,-1.063,1.58,26.128
55906,2011-12-11 0:00:00,-1.063,1.578,26.123
55907,2011-12-12 0:00:00,-1.063,1.577,26.119
55908,2011-12-13 0:00:00,-1.063,1.575,26.114
55909,2011-12-14 0:00:00,-1.063,1.574,26.11
55910,2011-12-15 0:00:00,-1.063,1.572,26.105
55911,2011-12-16 0:00:00,-1.062,1.571,26.101
55912,2011-12-17 0:00:00,-1.062,1.569,26.096
55913,2011-12-18 0:00:00,-1.062,1.567,26.092
55914,2011-12-19 0:00:00,-1.062,1.566,26.087
55915,2011-12-20 0:00:00,-1.062,1.564,26.083
55916,2011-12-21 0:00:00,-1.062,1.563,26.078
55917,2011-12-22 0:00:00,-1.062,1.561,26.074
55918,2011-12-23 0:00:00,-1.061,1.56,26.069
55919,2011-12-24 0:00:00,-1.061,1.558,26.065
55920,2011-12-25 0:00:00,-1.061,1.557,26.06
55921,2011-12-26 0:00:00,-1.061,1.555,26.056
55922,2011-12-27 0:00:00,-1.061,1.554,26.051
55923,2011-12-28 0:00:00,-1.061,1.552,26.047
55924,2011-12-29 0:00:00,-1.06,1.551,26.042
